first_observed_month,months_since_first_observed,cohort_size,observed_users,observed_retention_rate,cohort_monthly_revenue_proxy,future_churned_revenue_proxy,future_churn_label_rate,avg_engagement_score
2015-03,6,882,865,0.9807256235827665,247843.0,78572.0,0.35028901734104045,0.0
2015-03,7,882,862,0.9773242630385488,244574.0,76865.0,0.351508120649652,0.0
2015-03,8,882,868,0.9841269841269841,233561.0,73458.0,0.35023041474654376,0.0
2015-03,9,882,780,0.8843537414965986,182722.0,61352.0,0.3628205128205128,0.0
2015-03,10,882,212,0.24036281179138322,29021.0,14907.0,0.4811320754716981,0.0
2015-03,11,882,167,0.1893424036281179,22182.0,12136.0,0.5029940119760479,0.0
2015-03,12,882,2,0.0022675736961451248,1748.0,1748.0,1.0,0.0
2015-04,0,190,190,1.0,41589.0,13228.0,0.37894736842105264,0.0
2015-04,1,190,189,0.9947368421052631,62064.0,20775.0,0.38095238095238093,0.0
2015-04,2,190,188,0.9894736842105263,61597.0,20626.0,0.3829787234042553,0.0
2015-04,3,190,188,0.9894736842105263,61110.0,20030.0,0.3829787234042553,0.0
2015-04,4,190,188,0.9894736842105263,61090.0,20189.0,0.3829787234042553,0.0
2015-04,5,190,185,0.9736842105263158,57942.0,18769.0,0.372972972972973,0.0
2015-04,6,190,184,0.968421052631579,60562.0,17985.0,0.3695652173913043,0.0
2015-04,7,190,185,0.9736842105263158,61521.0,19427.0,0.372972972972973,0.0
2015-04,8,190,163,0.8578947368421053,42424.0,15077.0,0.39263803680981596,0.0
2015-04,9,190,34,0.17894736842105263,5391.0,3476.0,0.6176470588235294,0.0
2015-04,10,190,28,0.14736842105263157,4409.0,2900.0,0.6071428571428571,0.0
2015-04,11,190,4,0.021052631578947368,705.0,705.0,1.0,0.0
2015-04,12,190,4,0.021052631578947368,556.0,556.0,1.0,0.0
2015-05,0,377,377,1.0,89099.0,30054.0,0.35543766578249336,0.0
2015-05,1,377,374,0.9920424403183024,115110.0,38496.0,0.35561497326203206,0.0
2015-05,2,377,374,0.9920424403183024,115017.0,38137.0,0.35561497326203206,0.0
2015-05,3,377,374,0.9920424403183024,113653.0,36896.0,0.35561497326203206,0.0
2015-05,4,377,368,0.9761273209549072,104226.0,33767.0,0.35597826086956524,0.0
2015-05,5,377,366,0.9708222811671088,103239.0,32436.0,0.3524590163934426,0.0
2015-05,6,377,372,0.986737400530504,103941.0,33320.0,0.3521505376344086,0.0
2015-05,7,377,327,0.8673740053050398,81760.0,26579.0,0.3486238532110092,0.0
2015-05,8,377,101,0.26790450928381965,13060.0,6058.0,0.4158415841584158,0.0
2015-05,9,377,77,0.20424403183023873,10211.0,4896.0,0.4155844155844156,0.0
2015-05,12,377,1,0.002652519893899204,1788.0,1788.0,1.0,0.0
2015-06,0,454,454,1.0,94451.0,29599.0,0.32599118942731276,0.0
2015-06,1,454,452,0.9955947136563876,129918.0,40295.0,0.3274336283185841,0.0
2015-06,2,454,453,0.9977973568281938,127940.0,40047.0,0.32671081677704195,0.0
2015-06,3,454,444,0.9779735682819384,120300.0,36829.0,0.32207207207207206,0.0
2015-06,4,454,444,0.9779735682819384,122270.0,36035.0,0.32207207207207206,0.0
2015-06,5,454,451,0.9933920704845814,118581.0,37236.0,0.3237250554323725,0.0
2015-06,6,454,392,0.8634361233480177,84294.0,27274.0,0.34183673469387754,0.0
2015-06,7,454,125,0.2753303964757709,16246.0,7448.0,0.4,0.0
2015-06,8,454,95,0.2092511013215859,12266.0,5452.0,0.4,0.0
2015-06,9,454,1,0.0022026431718061676,149.0,149.0,1.0,0.0
2015-06,10,454,2,0.004405286343612335,248.0,248.0,1.0,0.0
2015-06,11,454,2,0.004405286343612335,248.0,248.0,1.0,0.0
2015-06,12,454,2,0.004405286343612335,248.0,248.0,1.0,0.0
2015-07,0,514,514,1.0,112377.0,34991.0,0.3035019455252918,0.0
2015-07,1,514,514,1.0,148009.0,42341.0,0.3035019455252918,0.0
2015-07,2,514,510,0.9922178988326849,134509.0,39450.0,0.30196078431372547,0.0
2015-07,3,514,507,0.9863813229571985,132202.0,37652.0,0.30177514792899407,0.0
2015-07,4,514,514,1.0,143170.0,38556.0,0.3035019455252918,0.0
2015-07,5,514,451,0.877431906614786,103506.0,29756.0,0.3148558758314856,0.0
2015-07,6,514,132,0.25680933852140075,18408.0,9415.0,0.4090909090909091,0.0
2015-07,7,514,101,0.19649805447470817,12719.0,5780.0,0.39603960396039606,0.0
2015-07,9,514,1,0.0019455252918287938,1788.0,1788.0,1.0,0.0
2015-07,10,514,1,0.0019455252918287938,1788.0,1788.0,1.0,0.0
2015-08,0,472,472,1.0,105954.0,34007.0,0.3411016949152542,0.0
2015-08,1,472,467,0.989406779661017,123980.0,38119.0,0.33832976445396146,0.0
2015-08,2,472,465,0.9851694915254238,124503.0,36451.0,0.33548387096774196,0.0
2015-08,3,472,470,0.9957627118644068,124617.0,37692.0,0.3404255319148936,0.0
2015-08,4,472,447,0.9470338983050848,99897.0,30729.0,0.34675615212527966,0.0
2015-08,5,472,109,0.2309322033898305,14759.0,8878.0,0.5596330275229358,0.0
2015-08,6,472,94,0.19915254237288135,12704.0,8024.0,0.5851063829787234,0.0
2015-08,7,472,2,0.00423728813559322,447.0,447.0,1.0,0.0
2015-08,8,472,2,0.00423728813559322,447.0,447.0,1.0,0.0
2015-08,9,472,2,0.00423728813559322,447.0,447.0,1.0,0.0
2015-08,10,472,2,0.00423728813559322,447.0,447.0,1.0,0.0
2015-08,11,472,2,0.00423728813559322,447.0,447.0,1.0,0.0
2015-08,12,472,2,0.00423728813559322,447.0,447.0,1.0,0.0
2015-09,0,537,537,1.0,112154.0,36230.0,0.329608938547486,0.0
2015-09,1,537,536,0.9981378026070763,146345.0,44563.0,0.3283582089552239,0.0
2015-09,2,537,536,0.9981378026070763,144970.0,42954.0,0.3283582089552239,0.0
2015-09,3,537,483,0.8994413407821229,110258.0,33479.0,0.3250517598343685,0.0
2015-09,4,537,119,0.22160148975791433,15832.0,8750.0,0.4957983193277311,0.0
2015-09,5,537,98,0.1824953445065177,13132.0,7181.0,0.5,0.0
2015-09,7,537,2,0.0037243947858473,3576.0,3576.0,1.0,0.0
2015-09,10,537,1,0.00186219739292365,1788.0,1788.0,1.0,0.0
2015-10,0,889,889,1.0,184864.0,45650.0,0.25534308211473566,0.0
2015-10,1,889,887,0.9977502812148481,252113.0,58535.0,0.2547914317925592,0.0
2015-10,2,889,807,0.9077615298087739,189298.0,46043.0,0.2589838909541512,0.0
2015-10,3,889,134,0.15073115860517436,17956.0,9633.0,0.4925373134328358,0.0
2015-10,4,889,107,0.1203599550056243,14135.0,7627.0,0.4953271028037383,0.0
2015-10,5,889,2,0.0022497187851518562,2538.0,2538.0,1.0,0.0
2015-10,9,889,2,0.0022497187851518562,1788.0,1788.0,1.0,0.0
2015-10,10,889,2,0.0022497187851518562,2388.0,2388.0,1.0,0.0
2015-10,11,889,1,0.0011248593925759281,894.0,894.0,1.0,0.0
2015-11,0,1077,1077,1.0,223365.0,64267.0,0.26369545032497677,0.0
2015-11,1,1077,941,0.8737233054781801,210662.0,54162.0,0.26461211477151964,0.0
2015-11,2,1077,187,0.17363045496750232,26182.0,12670.0,0.43315508021390375,0.0
2015-11,3,1077,149,0.13834726090993502,21716.0,10895.0,0.42953020134228187,0.0
2015-11,4,1077,3,0.002785515320334262,2066.0,2066.0,1.0,0.0
2015-11,5,1077,3,0.002785515320334262,1478.0,1478.0,1.0,0.0
2015-11,6,1077,3,0.002785515320334262,2086.0,2086.0,1.0,0.0
2015-11,7,1077,3,0.002785515320334262,1918.0,1918.0,1.0,0.0
2015-11,8,1077,4,0.003714020427112349,4066.0,4066.0,1.0,0.0
2015-11,9,1077,5,0.004642525533890436,1521.0,1521.0,1.0,0.0
2015-11,10,1077,4,0.003714020427112349,2235.0,2235.0,1.0,0.0
2015-11,11,1077,4,0.003714020427112349,2235.0,2235.0,1.0,0.0
2015-11,12,1077,5,0.004642525533890436,1112.0,1112.0,1.0,0.0
2015-12,0,1004,1004,1.0,211520.0,70599.0,0.2918326693227092,0.0
2015-12,1,1004,202,0.20119521912350596,27589.0,15145.0,0.5198019801980198,0.0
2015-12,2,1004,157,0.15637450199203187,21222.0,11629.0,0.5222929936305732,0.0
2015-12,3,1004,4,0.00398406374501992,299.0,299.0,1.0,0.0
2015-12,4,1004,3,0.00298804780876494,2236.0,2236.0,1.0,0.0
2015-12,5,1004,1,0.00099601593625498,149.0,149.0,1.0,0.0
2015-12,6,1004,4,0.00398406374501992,1371.0,1371.0,1.0,0.0
2015-12,7,1004,5,0.0049800796812749,3875.0,3875.0,1.0,0.0
2015-12,8,1004,2,0.00199203187250996,248.0,248.0,1.0,0.0
2015-12,9,1004,4,0.00398406374501992,1292.0,1292.0,1.0,0.0
2015-12,10,1004,7,0.0069721115537848604,3794.0,3794.0,1.0,0.0
2015-12,11,1004,4,0.00398406374501992,2383.0,2383.0,1.0,0.0
2015-12,12,1004,8,0.00796812749003984,2601.0,2601.0,1.0,0.0
2016-01,0,298,298,1.0,57806.0,36035.0,0.5134228187919463,0.0
2016-01,1,298,218,0.7315436241610739,29870.0,16962.0,0.5321100917431193,0.0
2016-01,2,298,9,0.030201342281879196,1241.0,1241.0,1.0,0.0
2016-01,3,298,10,0.03355704697986577,1370.0,1370.0,1.0,0.0
2016-01,4,298,7,0.02348993288590604,923.0,923.0,1.0,0.0
2016-01,5,298,7,0.02348993288590604,923.0,923.0,1.0,0.0
2016-01,6,298,8,0.026845637583892617,1221.0,1221.0,1.0,0.0
2016-01,7,298,9,0.030201342281879196,1221.0,1221.0,1.0,0.0
2016-01,8,298,8,0.026845637583892617,1201.0,1201.0,1.0,0.0
2016-01,9,298,8,0.026845637583892617,1201.0,1201.0,1.0,0.0
2016-01,10,298,8,0.026845637583892617,1201.0,1201.0,1.0,0.0
2016-01,11,298,8,0.026845637583892617,1052.0,1052.0,1.0,0.0
2016-01,12,298,10,0.03355704697986577,1737.0,1737.0,1.0,0.0
2016-02,0,353,353,1.0,64687.0,45788.0,0.5609065155807366,0.0
2016-02,1,353,20,0.056657223796033995,2690.0,2690.0,1.0,0.0
2016-02,2,353,20,0.056657223796033995,2660.0,2660.0,1.0,0.0
2016-02,3,353,19,0.053824362606232294,2561.0,2561.0,1.0,0.0
2016-02,4,353,20,0.056657223796033995,3753.0,3753.0,1.0,0.0
2016-02,5,353,20,0.056657223796033995,2660.0,2660.0,1.0,0.0
2016-02,6,353,21,0.059490084985835696,3160.0,3160.0,1.0,0.0
2016-02,7,353,22,0.06232294617563739,4673.0,4673.0,1.0,0.0
2016-02,8,353,20,0.056657223796033995,3485.0,3485.0,1.0,0.0
2016-02,9,353,18,0.05099150141643059,2382.0,2382.0,1.0,0.0
2016-02,10,353,17,0.04815864022662889,2283.0,2283.0,1.0,0.0
2016-02,11,353,19,0.053824362606232294,4319.0,4319.0,1.0,0.0
2016-02,12,353,63,0.17847025495750707,9191.0,5141.0,0.5079365079365079,0.0
2016-03,0,49,49,1.0,30266.0,22964.0,0.8979591836734694,0.0
2016-03,1,49,21,0.42857142857142855,2788.0,2788.0,1.0,0.0
2016-03,2,49,19,0.3877551020408163,2540.0,2540.0,1.0,0.0
2016-03,3,49,19,0.3877551020408163,4030.0,4030.0,1.0,0.0
2016-03,4,49,20,0.40816326530612246,2371.0,2371.0,1.0,0.0
2016-03,5,49,17,0.3469387755102041,2113.0,2113.0,1.0,0.0
2016-03,6,49,16,0.32653061224489793,2063.0,2063.0,1.0,0.0
2016-03,7,49,16,0.32653061224489793,3553.0,3553.0,1.0,0.0
2016-03,8,49,15,0.30612244897959184,1765.0,1765.0,1.0,0.0
2016-03,9,49,15,0.30612244897959184,1765.0,1765.0,1.0,0.0
2016-03,10,49,15,0.30612244897959184,1765.0,1765.0,1.0,0.0
2016-03,11,49,15,0.30612244897959184,1765.0,1765.0,1.0,0.0
2016-03,12,49,48,0.9795918367346939,6760.0,6313.0,0.8958333333333334,14.115894928982406
2016-04,0,51,51,1.0,20590.0,19696.0,0.9803921568627451,0.0
2016-04,1,51,33,0.6470588235294118,9241.0,9241.0,1.0,0.0
2016-04,2,51,30,0.5882352941176471,3570.0,3570.0,1.0,0.0
2016-04,3,51,32,0.6274509803921569,3590.0,3590.0,1.0,0.0
2016-04,4,51,30,0.5882352941176471,3986.0,3986.0,1.0,0.0
2016-04,5,51,28,0.5490196078431373,3242.0,3242.0,1.0,0.0
2016-04,6,51,29,0.5686274509803921,3977.0,3977.0,1.0,0.0
2016-04,7,51,28,0.5490196078431373,4541.0,4541.0,1.0,0.0
2016-04,8,51,27,0.5294117647058824,3113.0,3113.0,1.0,0.0
2016-04,9,51,28,0.5490196078431373,3748.0,3748.0,1.0,0.0
2016-04,10,51,28,0.5490196078431373,4683.0,4683.0,1.0,0.0
2016-04,11,51,48,0.9411764705882353,5523.0,5394.0,0.9791666666666666,12.705070756304872
2016-05,0,73,73,1.0,15045.0,14896.0,0.9863013698630136,0.0
2016-05,1,73,62,0.8493150684931506,7943.0,7943.0,1.0,0.0
2016-05,2,73,60,0.821917808219178,7724.0,7724.0,1.0,0.0
2016-05,3,73,59,0.8082191780821918,6721.0,6721.0,1.0,0.0
2016-05,4,73,59,0.8082191780821918,6969.0,6969.0,1.0,0.0
2016-05,5,73,59,0.8082191780821918,6711.0,6711.0,1.0,0.0
2016-05,6,73,62,0.8493150684931506,7327.0,7327.0,1.0,0.0
2016-05,7,73,58,0.7945205479452054,6910.0,6910.0,1.0,0.0
2016-05,8,73,59,0.8082191780821918,6949.0,6949.0,1.0,0.0
2016-05,9,73,58,0.7945205479452054,7781.0,7781.0,1.0,0.0
2016-05,10,73,71,0.9726027397260274,9300.0,9151.0,0.9859154929577465,12.914213080381211
2016-06,0,77,77,1.0,21388.0,20494.0,0.974025974025974,0.0
2016-06,1,77,61,0.7922077922077922,9079.0,9079.0,1.0,0.0
2016-06,2,77,60,0.7792207792207793,7628.0,7479.0,0.9833333333333333,0.0
2016-06,3,77,60,0.7792207792207793,7460.0,7460.0,1.0,0.0
2016-06,4,77,57,0.7402597402597403,6893.0,6893.0,1.0,0.0
2016-06,5,77,58,0.7532467532467533,7371.0,7371.0,1.0,0.0
2016-06,6,77,56,0.7272727272727273,8935.0,8935.0,1.0,0.0
2016-06,7,77,54,0.7012987012987013,6666.0,6666.0,1.0,0.0
2016-06,8,77,54,0.7012987012987013,7158.0,7158.0,1.0,0.0
2016-06,9,77,71,0.922077922077922,9850.0,9552.0,0.971830985915493,12.69317311891481
2016-07,0,114,114,1.0,22414.0,22414.0,1.0,0.0
2016-07,1,114,78,0.6842105263157895,11890.0,11890.0,1.0,0.0
2016-07,2,114,76,0.6666666666666666,9744.0,9744.0,1.0,0.0
2016-07,3,114,71,0.6228070175438597,9615.0,9615.0,1.0,0.0
2016-07,4,114,72,0.631578947368421,11479.0,11479.0,1.0,0.0
2016-07,5,114,70,0.6140350877192983,10628.0,10628.0,1.0,0.0
2016-07,6,114,67,0.5877192982456141,8573.0,8573.0,1.0,0.0
2016-07,7,114,66,0.5789473684210527,8982.0,8982.0,1.0,0.0
2016-07,8,114,104,0.9122807017543859,12098.0,12098.0,1.0,13.204859528328141
2016-08,0,143,143,1.0,43715.0,41778.0,0.986013986013986,0.0
2016-08,1,143,108,0.7552447552447552,20541.0,20541.0,1.0,0.0
2016-08,2,143,104,0.7272727272727273,15071.0,15071.0,1.0,0.0
2016-08,3,143,100,0.6993006993006993,13020.0,12822.0,0.99,0.0
2016-08,4,143,98,0.6853146853146853,14044.0,14044.0,1.0,0.0
2016-08,5,143,99,0.6923076923076923,13023.0,13023.0,1.0,0.0
2016-08,6,143,91,0.6363636363636364,11631.0,11631.0,1.0,0.0
2016-08,7,143,135,0.9440559440559441,11977.0,11580.0,0.9851851851851852,13.068478534121395
2016-09,0,194,194,1.0,50638.0,50489.0,0.9948453608247423,0.0
2016-09,1,194,160,0.8247422680412371,21755.0,21755.0,1.0,0.0
2016-09,2,194,151,0.7783505154639175,18706.0,18706.0,1.0,0.0
2016-09,3,194,151,0.7783505154639175,19759.0,19759.0,1.0,0.0
2016-09,4,194,147,0.7577319587628866,19412.0,19412.0,1.0,0.0
2016-09,5,194,142,0.7319587628865979,18010.0,18010.0,1.0,0.0
2016-09,6,194,185,0.9536082474226805,16649.0,16649.0,0.9945945945945946,13.263624937195212
2016-10,0,297,297,1.0,91317.0,90652.0,0.9932659932659933,0.0
2016-10,1,297,200,0.6734006734006734,24938.0,24938.0,1.0,0.0
2016-10,2,297,195,0.6565656565656566,24937.0,24838.0,0.9948717948717949,0.0
2016-10,3,297,195,0.6565656565656566,25264.0,25264.0,1.0,0.0
2016-10,4,297,188,0.632996632996633,23357.0,23357.0,1.0,0.0
2016-10,5,297,295,0.9932659932659933,26971.0,26872.0,0.9932203389830508,13.210962345321628
2016-11,0,711,711,1.0,182672.0,180555.0,0.9915611814345991,0.0
2016-11,1,711,586,0.8241912798874824,81365.0,81365.0,1.0,0.0
2016-11,2,711,575,0.8087201125175809,75237.0,75138.0,0.9982608695652174,0.0
2016-11,3,711,560,0.7876230661040787,73510.0,73510.0,1.0,0.0
2016-11,4,711,697,0.980309423347398,75270.0,74427.0,0.9913916786226685,13.138394975274174
2016-12,0,1277,1277,1.0,555112.0,551704.0,0.9678935003915426,0.0
2016-12,1,1277,720,0.5638214565387627,106293.0,106045.0,0.9972222222222222,0.0
2016-12,2,1277,679,0.5317149569303053,94973.0,94695.0,0.9970544918998527,0.0
2016-12,3,1277,1253,0.9812059514487079,99800.0,95501.0,0.9672785315243416,13.604138048406353
2017-01,0,3841,3841,1.0,877939.0,857523.0,0.9656339494923197,0.0
2017-01,1,3841,2932,0.7633428794584743,424498.0,417510.0,0.9832878581173261,0.0
2017-01,2,3841,3813,0.9927102317104921,454112.0,441840.0,0.9653815892997639,13.273071720385179
2017-02,0,78390,78390,1.0,12714382.0,2181055.0,0.09525449674703405,0.0
2017-02,1,78390,78337,0.999323893353744,11234359.0,744539.0,0.09464237844186017,12.83592587435688
2017-03,0,869707,869707,1.0,125221420.0,20359329.0,0.0717701478773886,10.624763987536443
